Program ID,Affiliate program name,Affiliate Link,GEO,Currency
10730,"Toluna (CH)","//ds1.nl/c/?si=10730&li=1475886&wi=#MEDIA_ID#&ws=#SUB_ID#","CH","EUR"
10938,"Bioloka (FR)","//lt45.net/c/?si=10938&li=1488374&wi=#MEDIA_ID#&ws=#SUB_ID#","FR","EUR"
11072,"Bioloka - Für den Rücken (DE)","//lt45.net/c/?si=11072&li=1492296&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","EUR"
11372,"Toluna (HU)","//ds1.nl/c/?si=11372&li=1502928&wi=#MEDIA_ID#&ws=#SUB_ID#","HU","EUR"
11460,"GayPartner.be","//lt45.net/c/?si=11460&li=1506828&wi=#MEDIA_ID#&ws=#SUB_ID#","be","EUR"
11794,"AVS4You (INT)","//lt45.net/c/?si=11794&li=1521752&wi=#MEDIA_ID#&ws=#SUB_ID#","INT","EUR"
12328,"Voidu","//lt45.net/c/?si=12328&li=1541858&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
12424,"Toluna (PL)","//ds1.nl/c/?si=12424&li=1545270&wi=#MEDIA_ID#&ws=#SUB_ID#","PL","EUR"
12604,"Startselect","//lt45.net/c/?si=12604&li=1550574&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
12626,"Ipsos iSay","//ds1.nl/c/?si=12626&li=1551254&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
12734,"Ubisoft (NL/BE/LU)","//lt45.net/c/?si=12734&li=1556736&wi=#MEDIA_ID#&ws=#SUB_ID#","NL/BE/LU","EUR"
12921,"Goedgemerkt (NL / BENL)","//lt45.net/c/?si=12921&li=1569280&wi=#MEDIA_ID#&ws=#SUB_ID#","NL / BENL","EUR"
12922,"Gutmarkiert (DACH)","//lt45.net/c/?si=12922&li=1569333&wi=#MEDIA_ID#&ws=#SUB_ID#","DACH","EUR"
12940,"Bienmarquer (FR / BEFR)","//lt45.net/c/?si=12940&li=1570645&wi=#MEDIA_ID#&ws=#SUB_ID#","FR / BEFR","EUR"
12993,"SurveyPronto (FR)","//jdt8.net/c/?si=12993&li=1572590&wi=#MEDIA_ID#&ws=#SUB_ID#","FR","EUR"
12999,"SurveyPronto (DE)","//jdt8.net/c/?si=12999&li=1572846&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","EUR"
13001,"GreenPanthera (AR)","//jdt8.net/c/?si=13001&li=1573043&wi=#MEDIA_ID#&ws=#SUB_ID#","AR","EUR"
13002,"SurveyPronto (ES)","//jdt8.net/c/?si=13002&li=1573044&wi=#MEDIA_ID#&ws=#SUB_ID#","ES","EUR"
13003,"SurveyPronto (IT)","//jdt8.net/c/?si=13003&li=1573045&wi=#MEDIA_ID#&ws=#SUB_ID#","IT","EUR"
13004,"SurveyPronto (BR)","//jdt8.net/c/?si=13004&li=1573046&wi=#MEDIA_ID#&ws=#SUB_ID#","BR","EUR"
13005,"SurveyPronto (MX)","//jdt8.net/c/?si=13005&li=1573047&wi=#MEDIA_ID#&ws=#SUB_ID#","MX","EUR"
13006,"GreenPanthera (CA)","//jdt8.net/c/?si=13006&li=1573089&wi=#MEDIA_ID#&ws=#SUB_ID#","CA","EUR"
13007,"GreenPanthera (AT)","//jdt8.net/c/?si=13007&li=1573090&wi=#MEDIA_ID#&ws=#SUB_ID#","AT","EUR"
13009,"SurveyPronto (UK)","//jdt8.net/c/?si=13009&li=1573108&wi=#MEDIA_ID#&ws=#SUB_ID#","UK","EUR"
13017,"Daisycon: Energievergelijker NL","//ds1.nl/c/?si=13017&li=1573346&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
13018,"Daisycon: Dating Compare-website.com/Widget","//ds1.nl/c/?si=13018&li=1573349&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
13019,"Daisycon: Boekhoudsoftware-vergelijker","//ds1.nl/c/?si=13019&li=1573352&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
13021,"Daisycon: Alles-in-één-vergelijker","//ds1.nl/c/?si=13021&li=1573355&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
13022,"Daisycon: Sim only-vergelijker","//ds1.nl/c/?si=13022&li=1573356&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
13023,"Daisycon: Telecomvergelijker","//ds1.nl/c/?si=13023&li=1573357&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
13025,"Daisycon: Holiday comparison tool","//ds1.nl/c/?si=13025&li=1573359&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
13179,"NordVPN","//lt45.net/c/?si=13179&li=1579168&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
13204,"DUSK","//lt45.net/c/?si=13204&li=1579837&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
13256,"Allyouplay","//lt45.net/c/?si=13256&li=1581736&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
13299,"Razer","//lt45.net/c/?si=13299&li=1584209&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
13365,"Ashley Madison","//lt45.net/c/?si=13365&li=1588121&wi=#MEDIA_ID#&ws=#SUB_ID#","","USD"
13403,"LifePoints (ES)","//ds1.nl/c/?si=13403&li=1590435&wi=#MEDIA_ID#&ws=#SUB_ID#","ES","EUR"
13449,"LifePoints (IE)","//ds1.nl/c/?si=13449&li=1592861&wi=#MEDIA_ID#&ws=#SUB_ID#","IE","EUR"
13659,"YouGov (DK)","//rkn3.net/c/?si=13659&li=1597021&wi=#MEDIA_ID#&ws=#SUB_ID#","DK","DKK"
13663,"YouGov (NO)","//rkn3.net/c/?si=13663&li=1597094&wi=#MEDIA_ID#&ws=#SUB_ID#","NO","NOK"
13871,"Toluna (PE) - EUR","//ds1.nl/c/?si=13871&li=1600807&wi=#MEDIA_ID#&ws=#SUB_ID#","PE","EUR"
13996,"Toluna (CL) - EUR","//ds1.nl/c/?si=13996&li=1604138&wi=#MEDIA_ID#&ws=#SUB_ID#","CL","EUR"
13998,"Toluna (MX) - EUR","//ds1.nl/c/?si=13998&li=1604140&wi=#MEDIA_ID#&ws=#SUB_ID#","MX","EUR"
14001,"LifePoints (DE)","//ds1.nl/c/?si=14001&li=1604214&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","EUR"
14032,"Geekbuying","//lt45.net/c/?si=14032&li=1604762&wi=#MEDIA_ID#&ws=#SUB_ID#","","USD"
14117,"LifePoints (NL)","//ds1.nl/c/?si=14117&li=1608553&wi=#MEDIA_ID#&ws=#SUB_ID#","NL","EUR"
14118,"LifePoints (BE)","//ds1.nl/c/?si=14118&li=1608572&wi=#MEDIA_ID#&ws=#SUB_ID#","BE","EUR"
14159,"PineCone Research (FR) 18-34yo","//ds1.nl/c/?si=14159&li=1610376&wi=#MEDIA_ID#&ws=#SUB_ID#","FR","EUR"
14176,"LifePoints (NO)","//ds1.nl/c/?si=14176&li=1610630&wi=#MEDIA_ID#&ws=#SUB_ID#","NO","EUR"
14183,"YouGov (SE)","//rkn3.net/c/?si=14183&li=1610698&wi=#MEDIA_ID#&ws=#SUB_ID#","SE","SEK"
14219,"Mediumastro (NL)","//lt45.net/c/?si=14219&li=1611940&wi=#MEDIA_ID#&ws=#SUB_ID#","NL","EUR"
14241,"Mediumastro (BE)","//lt45.net/c/?si=14241&li=1612719&wi=#MEDIA_ID#&ws=#SUB_ID#","BE","EUR"
14255,"GreenPanthera (BR)","//jdt8.net/c/?si=14255&li=1613186&wi=#MEDIA_ID#&ws=#SUB_ID#","BR","EUR"
14378,"Ubisoft (DE/AT)","//lt45.net/c/?si=14378&li=1618570&wi=#MEDIA_ID#&ws=#SUB_ID#","DE/AT","EUR"
14381,"Hide.me (EU)","//rkn3.net/c/?si=14381&li=1618638&wi=#MEDIA_ID#&ws=#SUB_ID#","me (EU)","EUR"
14473,"Greenpanthera (SE)","//jdt8.net/c/?si=14473&li=1622080&wi=#MEDIA_ID#&ws=#SUB_ID#","SE","EUR"
14474,"Greenpanthera (FI)","//jdt8.net/c/?si=14474&li=1622082&wi=#MEDIA_ID#&ws=#SUB_ID#","FI","EUR"
14502,"Moweb - myiyo (DE) CP1C","//rkn3.net/c/?si=14502&li=1623199&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","EUR"
14503,"Moweb - myiyo (UK) CP1C","//rkn3.net/c/?si=14503&li=1623200&wi=#MEDIA_ID#&ws=#SUB_ID#","UK","EUR"
14537,"Ubisoft (IT)","//lt45.net/c/?si=14537&li=1625249&wi=#MEDIA_ID#&ws=#SUB_ID#","IT","EUR"
14538,"Ubisoft (ES)","//lt45.net/c/?si=14538&li=1625250&wi=#MEDIA_ID#&ws=#SUB_ID#","ES","EUR"
14549,"YouGov (US) 16+yo","//rkn3.net/c/?si=14549&li=1625292&wi=#MEDIA_ID#&ws=#SUB_ID#","US","EUR"
14666,"Lux Surveys (UK)","//jdt8.net/c/?si=14666&li=1630534&wi=#MEDIA_ID#&ws=#SUB_ID#","UK","EUR"
14676,"YouGov (DE) 16+yo","//rkn3.net/c/?si=14676&li=1631515&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","EUR"
14965,"Superdry (EU)","//rkn3.net/c/?si=14965&li=1647334&wi=#MEDIA_ID#&ws=#SUB_ID#","EU","EUR"
14995,"Swagbucks (UK/DE/US/CA/AUS/IE) - USD","//rkn3.net/c/?si=14995&li=1650095&wi=#MEDIA_ID#&ws=#SUB_ID#","UK/DE/US/CA/AUS/IE","USD"
15019,"Giuseppe Zanotti (EU)","//rkn3.net/c/?si=15019&li=1650848&wi=#MEDIA_ID#&ws=#SUB_ID#","EU","EUR"
15024,"Snapdate.be","//lt45.net/c/?si=15024&li=1651244&wi=#MEDIA_ID#&ws=#SUB_ID#","be","EUR"
15059,"Kate Spade (EU)","//rkn3.net/c/?si=15059&li=1652888&wi=#MEDIA_ID#&ws=#SUB_ID#","EU","EUR"
15144,"Mediumvoyance (BEFR)","//lt45.net/c/?si=15144&li=1657049&wi=#MEDIA_ID#&ws=#SUB_ID#","BEFR","EUR"
15224,"Stella McCartney (INT)","//fr135.net/c/?si=15224&li=1659440&wi=#MEDIA_ID#&ws=#SUB_ID#","INT","EUR"
15284,"Qupid (NO)","//lt45.net/c/?si=15284&li=1662365&wi=#MEDIA_ID#&ws=#SUB_ID#","NO","EUR"
15356,"YouGov (CA_ENG)","//rkn3.net/c/?si=15356&li=1665441&wi=#MEDIA_ID#&ws=#SUB_ID#","CA_ENG","EUR"
15419,"iSurveyWorld (FR) - USD","//fr135.net/c/?si=15419&li=1667951&wi=#MEDIA_ID#&ws=#SUB_ID#","FR","USD"
15420,"iSurveyWorld (DE) - USD","//fr135.net/c/?si=15420&li=1667952&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","USD"
15421,"iSurveyWorld (IT) - USD","//fr135.net/c/?si=15421&li=1667953&wi=#MEDIA_ID#&ws=#SUB_ID#","IT","USD"
15422,"iSurveyWorld (ES) - USD","//fr135.net/c/?si=15422&li=1667955&wi=#MEDIA_ID#&ws=#SUB_ID#","ES","USD"
15423,"iSurveyWorld (AUS) - USD","//fr135.net/c/?si=15423&li=1667956&wi=#MEDIA_ID#&ws=#SUB_ID#","AUS","USD"
15446,"Blinkist (INT)","//fr135.net/c/?si=15446&li=1669087&wi=#MEDIA_ID#&ws=#SUB_ID#","INT","EUR"
15456,"YouGov (UK) Males 16-24yo","//rkn3.net/c/?si=15456&li=1669646&wi=#MEDIA_ID#&ws=#SUB_ID#","UK","EUR"
15561,"iSurveyWorld (UK) - USD","//fr135.net/c/?si=15561&li=1672460&wi=#MEDIA_ID#&ws=#SUB_ID#","UK","USD"
15562,"iSurveyWorld (NL) - USD","//fr135.net/c/?si=15562&li=1672461&wi=#MEDIA_ID#&ws=#SUB_ID#","NL","USD"
15563,"iSurveyWorld (BE) - USD","//fr135.net/c/?si=15563&li=1672462&wi=#MEDIA_ID#&ws=#SUB_ID#","BE","USD"
15649,"Norton","//fr135.net/c/?si=15649&li=1676912&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
15651,"YouGov (US) Males 35+yo","//rkn3.net/c/?si=15651&li=1677003&wi=#MEDIA_ID#&ws=#SUB_ID#","US","EUR"
15655,"iSurveyWorld (MX) -USD","//fr135.net/c/?si=15655&li=1677033&wi=#MEDIA_ID#&ws=#SUB_ID#","MX","USD"
15679,"Zadig&Voltaire (INT)","//fr135.net/c/?si=15679&li=1679315&wi=#MEDIA_ID#&ws=#SUB_ID#","INT","EUR"
15703,"iSurveyWorld (US) - USD","//fr135.net/c/?si=15703&li=1680467&wi=#MEDIA_ID#&ws=#SUB_ID#","US","USD"
15704,"iSurveyWorld (ARG) - USD","//fr135.net/c/?si=15704&li=1680468&wi=#MEDIA_ID#&ws=#SUB_ID#","ARG","USD"
15705,"iSurveyWorld (CL) - USD","//fr135.net/c/?si=15705&li=1680469&wi=#MEDIA_ID#&ws=#SUB_ID#","CL","USD"
15734,"YouGov (BE_nl) 18+yo","//rkn3.net/c/?si=15734&li=1681309&wi=#MEDIA_ID#&ws=#SUB_ID#","BE_nl","EUR"
15761,"DHGate (INT)","//fr135.net/c/?si=15761&li=1682053&wi=#MEDIA_ID#&ws=#SUB_ID#","INT","USD"
15777,"HintstersSurveys (MX) - USD","//fr135.net/c/?si=15777&li=1682900&wi=#MEDIA_ID#&ws=#SUB_ID#","MX","USD"
15786,"Toluna (KSA_AR)","//ds1.nl/c/?si=15786&li=1683299&wi=#MEDIA_ID#&ws=#SUB_ID#","KSA_AR","EUR"
15788,"Toluna (UAE_AR)","//ds1.nl/c/?si=15788&li=1683301&wi=#MEDIA_ID#&ws=#SUB_ID#","UAE_AR","EUR"
15988,"HintstersSurveys (NL) - USD","//fr135.net/c/?si=15988&li=1688834&wi=#MEDIA_ID#&ws=#SUB_ID#","NL","USD"
15989,"HintstersSurveys (BE) - USD","//fr135.net/c/?si=15989&li=1688836&wi=#MEDIA_ID#&ws=#SUB_ID#","BE","USD"
15990,"HintstersSurveys (DE) - USD","//fr135.net/c/?si=15990&li=1688839&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","USD"
15991,"HintstersSurveys (FR) - USD","//fr135.net/c/?si=15991&li=1688841&wi=#MEDIA_ID#&ws=#SUB_ID#","FR","USD"
15992,"HintstersSurveys (IT) - USD","//fr135.net/c/?si=15992&li=1688843&wi=#MEDIA_ID#&ws=#SUB_ID#","IT","USD"
15994,"HintstersSurveys (AU) - USD","//fr135.net/c/?si=15994&li=1688846&wi=#MEDIA_ID#&ws=#SUB_ID#","AU","USD"
15995,"HintstersSurveys (ES) - USD","//fr135.net/c/?si=15995&li=1688849&wi=#MEDIA_ID#&ws=#SUB_ID#","ES","USD"
15996,"HintstersSurveys (UK) - USD","//fr135.net/c/?si=15996&li=1688852&wi=#MEDIA_ID#&ws=#SUB_ID#","UK","USD"
16041,"YouGov (DE) - Social media 16+yo","//rkn3.net/c/?si=16041&li=1690204&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","EUR"
16066,"HintstersSurveys (US) - USD","//fr135.net/c/?si=16066&li=1691444&wi=#MEDIA_ID#&ws=#SUB_ID#","US","USD"
16067,"iSurveyWorld (CO) - USD","//fr135.net/c/?si=16067&li=1691446&wi=#MEDIA_ID#&ws=#SUB_ID#","CO","USD"
16127,"Stanley (EU)","//jf79.net/c/?si=16127&li=1693172&wi=#MEDIA_ID#&ws=#SUB_ID#","EU","EUR"
16156,"iSurveyGO (USD)","//fr135.net/c/?si=16156&li=1694769&wi=#MEDIA_ID#&ws=#SUB_ID#","USD","USD"
16161,"Daisycon: Autoleasevergelijker","//ds1.nl/c/?si=16161&li=1694804&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
16194,"YouGov 55+ (MX)","//rkn3.net/c/?si=16194&li=1695436&wi=#MEDIA_ID#&ws=#SUB_ID#","MX","EUR"
16210,"HintstersSurveys (BR) - USD","//fr135.net/c/?si=16210&li=1695956&wi=#MEDIA_ID#&ws=#SUB_ID#","BR","USD"
16214,"Wondershare (INT)","//jf79.net/c/?si=16214&li=1696203&wi=#MEDIA_ID#&ws=#SUB_ID#","INT","EUR"
16254,"Foreo (EU)","//jf79.net/c/?si=16254&li=1697784&wi=#MEDIA_ID#&ws=#SUB_ID#","EU","EUR"
16401,"Bioloka (EU)","//lt45.net/c/?si=16401&li=1704351&wi=#MEDIA_ID#&ws=#SUB_ID#","EU","EUR"
16460,"Hikvision Alarm System","//jf79.net/c/?si=16460&li=1706918&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
16474,"Mizuno (INT)","//jf79.net/c/?si=16474&li=1707525&wi=#MEDIA_ID#&ws=#SUB_ID#","INT","EUR"
16481,"YouGov (NL) Males 18-49yo","//rkn3.net/c/?si=16481&li=1707889&wi=#MEDIA_ID#&ws=#SUB_ID#","NL","EUR"
16549,"Toluna (SG) 16+yo","//ds1.nl/c/?si=16549&li=1710815&wi=#MEDIA_ID#&ws=#SUB_ID#","SG","EUR"
16552,"Toluna (TW) 16+yo","//ds1.nl/c/?si=16552&li=1710820&wi=#MEDIA_ID#&ws=#SUB_ID#","TW","EUR"
16616,"Mijn Hummeltje (NL)","//jf79.net/c/?si=16616&li=1714020&wi=#MEDIA_ID#&ws=#SUB_ID#","NL","EUR"
16636,"Surveoo (FR) - SOI","//jf79.net/c/?si=16636&li=1714972&wi=#MEDIA_ID#&ws=#SUB_ID#","FR","EUR"
16637,"Surveoo (ES) - SOI","//jf79.net/c/?si=16637&li=1714984&wi=#MEDIA_ID#&ws=#SUB_ID#","ES","EUR"
16639,"YouGov (FR) Males & Females 16-24yo","//rkn3.net/c/?si=16639&li=1715061&wi=#MEDIA_ID#&ws=#SUB_ID#","FR","EUR"
16824,"Mein kleines Baby (DE)","//jf79.net/c/?si=16824&li=1724336&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","EUR"
16839,"Incompass/MediaCell (UK) 16-24yo","//fr135.net/c/?si=16839&li=1725851&wi=#MEDIA_ID#&ws=#SUB_ID#","UK","EUR"
16869,"Bambook (NL / DE / FR )","//jf79.net/c/?si=16869&li=1727237&wi=#MEDIA_ID#&ws=#SUB_ID#","NL / DE / FR","EUR"
16918,"NYDJ NL","//jf79.net/c/?si=16918&li=1728588&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
16921,"NYDJ FR","//jf79.net/c/?si=16921&li=1728718&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
16922,"NYDJ DE","//jf79.net/c/?si=16922&li=1728719&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
16923,"NYDJ UK","//jf79.net/c/?si=16923&li=1728720&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
16950,"Toluna (CZ)","//ds1.nl/c/?si=16950&li=1730493&wi=#MEDIA_ID#&ws=#SUB_ID#","CZ","EUR"
17002,"PUMA (EU) - USD","//jf79.net/c/?si=17002&li=1733293&wi=#MEDIA_ID#&ws=#SUB_ID#","EU","USD"
17060,"YouGov (HK_ZH) 45+","//rkn3.net/c/?si=17060&li=1736688&wi=#MEDIA_ID#&ws=#SUB_ID#","HK_ZH","EUR"
17099,"Min-lilla-Sötnos (SE)","//jf79.net/c/?si=17099&li=1738990&wi=#MEDIA_ID#&ws=#SUB_ID#","SE","SEK"
17122,"AdornPay.com","//jdt8.net/c/?si=17122&li=1740404&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
17199,"Daisycon: Market Research Widget/Joinpanels","//ds1.nl/c/?si=17199&li=1743140&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
17205,"Toluna (HK) 16+yo","//ds1.nl/c/?si=17205&li=1743420&wi=#MEDIA_ID#&ws=#SUB_ID#","HK","EUR"
17259,"Weekday (INT)","//jdt8.net/c/?si=17259&li=1746546&wi=#MEDIA_ID#&ws=#SUB_ID#","INT","EUR"
17376,"Daisycon: Uitvaartverzekeringentool","//ds1.nl/c/?si=17376&li=1751150&wi=#MEDIA_ID#&ws=#SUB_ID#","","EUR"
17433,"Nitrado.net","//jdt8.net/c/?si=17433&li=1753388&wi=#MEDIA_ID#&ws=#SUB_ID#","net","EUR"
17459,"Surveoo (IT) - SOI","//jf79.net/c/?si=17459&li=1754547&wi=#MEDIA_ID#&ws=#SUB_ID#","IT","EUR"
17460,"Surveoo (MX) - SOI","//jf79.net/c/?si=17460&li=1754548&wi=#MEDIA_ID#&ws=#SUB_ID#","MX","EUR"
17461,"Surveoo (DE) - SOI","//jf79.net/c/?si=17461&li=1754549&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","EUR"
17462,"Surveoo (BE) - SOI","//jf79.net/c/?si=17462&li=1754550&wi=#MEDIA_ID#&ws=#SUB_ID#","BE","EUR"
17506,"Toluna (South Korea) 16+yo","//ds1.nl/c/?si=17506&li=1756469&wi=#MEDIA_ID#&ws=#SUB_ID#","South Korea","EUR"
17518,"COS (EU)","//jdt8.net/c/?si=17518&li=1756919&wi=#MEDIA_ID#&ws=#SUB_ID#","EU","EUR"
17539,"YouGov (TR) 25+yo","//rkn3.net/c/?si=17539&li=1757659&wi=#MEDIA_ID#&ws=#SUB_ID#","TR","EUR"
17601,"iSurveyWorld (BR) - USD","//fr135.net/c/?si=17601&li=1759960&wi=#MEDIA_ID#&ws=#SUB_ID#","BR","USD"
17602,"iSurveyWorld (PT) - USD","//fr135.net/c/?si=17602&li=1759961&wi=#MEDIA_ID#&ws=#SUB_ID#","PT","USD"
17603,"HintstersSurveys (PT) - USD","//fr135.net/c/?si=17603&li=1759962&wi=#MEDIA_ID#&ws=#SUB_ID#","PT","USD"
17604,"HintstersSurveys (CO) - USD","//fr135.net/c/?si=17604&li=1759963&wi=#MEDIA_ID#&ws=#SUB_ID#","CO","USD"
17605,"HintstersSurveys (CL) - USD","//fr135.net/c/?si=17605&li=1759964&wi=#MEDIA_ID#&ws=#SUB_ID#","CL","USD"
17606,"HintstersSurveys (ARG) - USD","//fr135.net/c/?si=17606&li=1759965&wi=#MEDIA_ID#&ws=#SUB_ID#","ARG","USD"
17613,"EazeGames (INT)","//jdt8.net/c/?si=17613&li=1760222&wi=#MEDIA_ID#&ws=#SUB_ID#","INT","EUR"
17622,"SurveyLama (DE) - SOI","//jdt8.net/c/?si=17622&li=1760675&wi=#MEDIA_ID#&ws=#SUB_ID#","DE","EUR"
17623,"SurveyLama (BE) - SOI","//jdt8.net/c/?si=17623&li=1760678&wi=#MEDIA_ID#&ws=#SUB_ID#","BE","EUR"
17624,"SurveyLama (IT) - SOI","//jdt8.net/c/?si=17624&li=1760679&wi=#MEDIA_ID#&ws=#SUB_ID#","IT","EUR"
17625,"SurveyLama (MX) - SOI","//jdt8.net/c/?si=17625&li=1760680&wi=#MEDIA_ID#&ws=#SUB_ID#","MX","EUR"
17626,"Surveoo (ARG) - SOI","//jf79.net/c/?si=17626&li=1760772&wi=#MEDIA_ID#&ws=#SUB_ID#","ARG","EUR"
17627,"Surveoo (PT) - SOI","//jf79.net/c/?si=17627&li=1760773&wi=#MEDIA_ID#&ws=#SUB_ID#","PT","EUR"
17628,"Surveoo (AUS) - SOI","//jf79.net/c/?si=17628&li=1760774&wi=#MEDIA_ID#&ws=#SUB_ID#","AUS","EUR"
17629,"Surveoo (NL) - SOI","//jf79.net/c/?si=17629&li=1760775&wi=#MEDIA_ID#&ws=#SUB_ID#","NL","EUR"
17630,"Surveoo (IE) - SOI","//jf79.net/c/?si=17630&li=1760776&wi=#MEDIA_ID#&ws=#SUB_ID#","IE","EUR"
17670,"SurveyLama (NL) - SOI","//jdt8.net/c/?si=17670&li=1764746&wi=#MEDIA_ID#&ws=#SUB_ID#","NL","EUR"
17671,"SurveyLama (UK) - SOI","//jdt8.net/c/?si=17671&li=1764747&wi=#MEDIA_ID#&ws=#SUB_ID#","UK","EUR"
